,taxon,taxon.id,P25,WS64,WhitmoreFull,WhitmoreSmall,Broad,STEPPS,type,cf
1929,Castanea dentata,590,NA,Castanea,CASTANEA,CASTANEA,CASTANEA,CASTANEA,NA,NA
1930,Castanea sativa,2657,NA,Castanea,CASTANEA,CASTANEA,CASTANEA,CASTANEA,NA,NA
1931,Castanea/Castanopsis,22556,NA,Castanea,CASTANEA,CASTANEA,CASTANEA,CASTANEA,NA,NA
1932,Castanea-type,3996,NA,Castanea,CASTANEA,CASTANEA,CASTANEA,CASTANEA,TRUE,NA
1933,Castanopsis,9601,NA,Castanea,CASTANEA,CASTANEA,CASTANEA,NA,NA,NA
1934,Castanopsis/Lithocarpus,3349,NA,Castanea,CASTANEA,CASTANEA,CASTANEA,NA,NA,NA
2238,cf. Castanea,23535,NA,Castanea,CASTANEA,CASTANEA,CASTANEA,CASTANEA,NA,TRUE
2239,cf. Castanopsis,9611,NA,Castanea,CASTANEA,CASTANEA,CASTANEA,NA,NA,TRUE
143,Achyranthes aspera-type,2446,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
144,Achyranthes-type,2445,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae,CHENOPODIUM,NA,NA
225,Aerva,2520,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
343,Allenrolfea,9583,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
411,Alternanthera,1877,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
412,Alternanthera (type II),1861,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
413,Alternanthera philoxeroides,2587,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
414,Alternanthera-type,1711,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
420,Amaranthaceae,391,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
421,Amaranthaceae (<20 Œµm),2820,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
422,Amaranthaceae (>20 Œµm),2821,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
423,Amaranthaceae (12 µm),23787,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
424,Amaranthaceae (small),3002,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
425,Amaranthaceae (type A),3558,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
426,Amaranthaceae (type B),3559,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
427,Amaranthaceae (type C),3560,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
428,Amaranthaceae (type I),1769,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
429,Amaranthaceae (type II),3032,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
430,Amaranthaceae cf. Atriplex,5098,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
431,Amaranthaceae cf. Krascheninnikovia,5429,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
432,Amaranthaceae sensu stricto,7652,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
433,Amaranthaceae undiff.,54,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
434,Amaranthaceae-type,5170,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
435,Amaranthus,9585,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
436,Amaranthus australis,3501,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
437,Amaranthus retroflexus-type,401,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
439,Amaranthus-type,5431,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1095,Atriplex,5097,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1096,Atriplex calotheca,5101,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1097,Atriplex canescens,23417,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1098,Atriplex hastata,14956,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1099,Atriplex kuzenevae,5103,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1100,Atriplex nudicaulis,5100,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1101,Atriplex praecox,5105,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1102,Atriplex sagittata,5104,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1103,Atriplex sp.,15541,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1104,Atriplex-type,5099,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1200,Bassia,5112,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1201,Bassia laniflora,5113,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1202,Bassia prostrata,5115,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1203,Bassia-type,5111,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1255,Beta,5319,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1256,Beta vulgaris-type,2547,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1257,Beta-type,5320,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1983,Celosia argentea-type,20730,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1984,Celosia trigyna-type,2448,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1985,Celosia-type,2447,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
1986,Celosia-type argentea,20731,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2856,Chamissoa-type,1830,NA,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2903,Chenopodiaceae,15057,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2904,Chenopodiaceae (<20 µm),15077,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2905,Chenopodiaceae (>20 µm),15078,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2906,Chenopodiaceae (12 µm),23788,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2907,Chenopodiaceae sensu stricto,7651,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2908,Chenopodiaceae undiff.,15074,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2909,Chenopodiaceae/Amaranthaceae,15058,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2910,Chenopodiaceae/Amaranthaceae (small),15079,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2911,Chenopodiaceae/Amaranthaceae (type A),15082,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2912,Chenopodiaceae/Amaranthaceae (type B),15083,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2913,Chenopodiaceae/Amaranthaceae (type C),15084,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2914,Chenopodiaceae/Amaranthaceae (type I),15076,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2915,Chenopodiaceae/Amaranthaceae (type II),15080,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2916,Chenopodiaceae/Amaranthaceae cf. Atriplex,15085,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2917,Chenopodiaceae/Amaranthaceae cf. Krascheninnikovia,15087,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2918,Chenopodiaceae/Amaranthaceae undiff.,15075,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2919,Chenopodiaceae-type,15086,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2920,Chenopodiineae,15059,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,Chenopodiaceae/Amaranthaceae,CHENOPODIUM,NA,NA
2921,Chenopodium,5070,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2922,Chenopodium album,5106,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2923,Chenopodium album-type,9615,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2924,Chenopodium hybridum,5107,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2925,Chenopodium polyspermum,5108,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2926,Chenopodium quinoa-type,1924,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2927,Chenopodium rubrum,5109,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2928,Chenopodium sp.,22749,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2929,Chenopodium undiff.,5110,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2931,Chenopodium-type,804,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
3287,Cornulaca,5439,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
4641,Froelichia-type,2550,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
4897,Gomphrena,449,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
4898,Gomphrena/Pfaffia,3057,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
4899,Gomphrena-type,123,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
5026,Halogeton,5401,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
5034,Halothamnus-type,3747,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
5038,Hammada-type,5243,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
5415,Iresine,16899,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
5536,Kochia,459,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
5541,Kochia-type,458,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
5550,Krascheninnikovia,7653,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
5551,Krascheninnikovia ceratoides,5430,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
6956,Noaea-type,3587,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
7612,Pfaffia gnaphaloides,1844,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
8153,Polycnemum,4668,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
9026,Salicornia europaea,5119,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
9027,Salicornia-type,5118,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
9052,Salsola,274,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
9053,Salsola kali,5117,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
9054,Salsola-type,1279,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
9399,Sericostachys scandens-type,2450,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
9400,Sericostachys-type,2449,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
9711,Spinacia-type,5200,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
9868,Suaeda,5218,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
9869,Suaeda calceoliformis,9805,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
9870,Suaeda maritima,5219,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
9871,Suaeda-type,492,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
10176,Tidestromia,494,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
10177,Tidestromia lanuginosa,2649,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
10178,Tidestromia-type,493,Prairie Forbs,Chenopodiaceae/Amaranthaceae,CHENOAMX,CHENOAMX,CHENOAMX,CHENOPODIUM,NA,NA
2978,Chrysolepis,1247,NA,Chrysolepis/Lithocarpus,CHRYSOLEP,CHRYSOLEP,CHRYSOLEP,NA,NA,NA
2979,Chrysolepis/Lithocarpus,863,NA,Chrysolepis/Lithocarpus,CHRYSOLEP,CHRYSOLEP,CHRYSOLEP,NA,NA,NA
2980,Chrysolepis-type,2965,NA,NA,CHRYSOLEP,CHRYSOLEP,CHRYSOLEP,NA,TRUE,NA
5904,Lithocarpus,1590,NA,Chrysolepis/Lithocarpus,CHRYSOLEP,CHRYSOLEP,CHRYSOLEP,NA,NA,NA
5905,Lithocarpus-type,2623,NA,Chrysolepis/Lithocarpus,CHRYSOLEP,CHRYSOLEP,CHRYSOLEP,NA,NA,NA
3288,Cornus,361,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3289,Cornus alternifolia,599,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3290,Cornus amomum-type,3632,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3291,Cornus canadensis,600,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3292,Cornus canadensis-type,831,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3293,Cornus cf. C. rugosa,2598,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3294,Cornus cf. C. sericea,1506,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3295,Cornus cf. C. suecica,4181,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3296,Cornus florida,830,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3297,Cornus foemina-type,14901,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3298,Cornus mas,4178,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3299,Cornus mas/C. sanguinea,4183,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3300,Cornus mas/C. suecica,4179,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3301,Cornus mas-type,4180,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3302,Cornus obliqua-type,14902,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3303,Cornus racemosa,3170,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3304,Cornus rugosa,601,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3305,Cornus sanguinea,3570,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3306,Cornus sanguinea-type,4174,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3307,Cornus sericea,579,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3308,Cornus sericea-type,551,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3309,Cornus stolonifera,14775,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3310,Cornus stolonifera-type,14752,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3311,Cornus subg. Kraniopsis,1333,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3312,Cornus suecica,4175,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3313,Cornus suecica-type,4176,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3314,Cornus undiff.,65,NA,NA,CORNUS,CORNUS,CORNUS,CORNUS,NA,NA
3349,Corylus,67,Corylus,Corylus,CORYLUS,CORYLUS,CORYLUS,CORYLUS,NA,NA
3350,Corylus americana,3157,Corylus,Corylus,CORYLUS,CORYLUS,CORYLUS,CORYLUS,NA,NA
3351,Corylus avellana,1316,Corylus,Corylus,CORYLUS,CORYLUS,CORYLUS,CORYLUS,NA,NA
3352,Corylus cornuta,603,Corylus,Corylus,CORYLUS,CORYLUS,CORYLUS,CORYLUS,NA,NA
3353,Corylus maxima,4192,Corylus,Corylus,CORYLUS,CORYLUS,CORYLUS,CORYLUS,NA,NA
3354,Corylus undiff.,2674,Corylus,Corylus,CORYLUS,CORYLUS,CORYLUS,CORYLUS,NA,NA
3357,Corylus-type,3399,NA,NA,CORYLUS,CORYLUS,CORYLUS,NA,TRUE,NA
3358,Corylus-type undiff.,3416,NA,NA,CORYLUS,CORYLUS,CORYLUS,NA,TRUE,NA
1073,Athrotaxis,9865,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
1074,Athrotaxis/Diselma,9867,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
1114,Austrocedrus,9765,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
1115,Austrocedrus chilensis,1669,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
1116,Austrocedrus chilensis-type,1653,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
1117,Austrocedrus-type,9769,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
1715,Callitris,2700,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
2276,cf. Cupressaceae,1945,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,TRUE
2383,cf. Juniperus,1920,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,TRUE
2843,Chamaecyparis,52,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
2844,Chamaecyparis thyoides,595,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
2845,Chamaecyparis-type,594,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3459,Cryptomeria,22545,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3460,Cryptomeria japonica,22579,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3490,Cupressaceae,72,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3491,Cupressaceae cf. Juniperus communis,629,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3492,Cupressaceae cf. Thuja occidentalis,756,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3493,Cupressaceae undiff.,534,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3494,Cupressaceae/Taxaceae,1358,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3495,Cupressaceae/Taxaceae undiff.,1274,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3496,Cupressaceae/Taxodiaceae,14753,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3497,Cupressaceae/Taxodiaceae undiff.,14782,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3498,Cupressaceae-type,3609,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,TRUE,NA
3499,Cupressophyta,16997,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3500,Cupressophyta incertae sedis,16998,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3501,Cupressus,1476,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3502,Cupressus-type,1700,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
3845,Diselma,9866,Cupressaceae/Taxaceae,Cupressaceae,CUPRESSA,CUPRESSA,CUPRESSA,CUPRESSA,NA,NA
