,taxon,taxon.id,P25,WS64,WhitmoreFull,WhitmoreSmall,Broad,STEPPS,type,cf
8715,Ranunculus trichophyllus,4739,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
8716,Ranunculus trichophyllus-type,1467,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
8717,Ranunculus undiff.,253,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
8718,Ranunculus-type,815,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
8719,Ranunculus-type undiff.,1229,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
8861,Roemeria,5264,NA,Papaveraceae,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
8863,Roemeria hybrida,5269,NA,Papaveraceae,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
8864,Roemeria hybrida subsp. dodecandra-type,5265,NA,Papaveraceae,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
8865,Roemeria hybrida-type,5268,NA,Papaveraceae,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
8866,Roemeria-type,5267,NA,Papaveraceae,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
9081,Sanguinaria,9870,NA,Papaveraceae,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
9115,Sarcocapnos,5530,NA,Papaveraceae,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
9783,Stephania,2513,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
9784,Stephania abyssinica-type,2514,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
10194,Tiliacora,2516,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
10195,Tiliacora funifera-type,2517,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
10203,Tinospora,20594,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
10367,Trollius,4922,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
10368,Trollius europaeus,4923,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
10369,Trollius-type,4925,NA,NA,RANUNCUL,RANUNCUL,Ranunculaceae,NA,NA,NA
402,Alphitonia,3292,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
1246,Berchemia,9871,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
1247,Berchemia scandens,938,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
1966,Ceanothus,48,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
1967,Ceanothus-type,1472,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,TRUE,NA
2641,cf. Rhamnaceae,1950,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,TRUE
2642,cf. Rhamnus,1071,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,TRUE
2643,cf. Rhamnus alnifolia,2155,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,TRUE
3164,Colletia,23850,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
3172,Colubrina,1988,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
3843,Discaria,23460,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
3844,Discaria-type,1671,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
4025,Emmenosperma,9941,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
4587,Frangula,2925,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
4588,Frangula alnus,2322,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
4589,Frangula purshiana-type,1468,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
7317,Paliurus,3589,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
7318,Paliurus spina-christi,4595,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
7319,Paliurus-type,4594,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8288,Pomaderris,2786,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8289,Pomaderris apetala-type,23743,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8290,Pomaderris elliptica,23744,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8291,Pomaderris elliptica-type,23938,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8762,Rhamnaceae,256,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8763,Rhamnaceae undiff.,1214,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8764,Rhamnaceae/Vitaceae,726,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8765,Rhamnaceae/Vitaceae undiff.,255,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8766,Rhamnus,785,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8767,Rhamnus alnifolia,1451,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8768,Rhamnus alnifolia/Frangula alnus,723,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8769,Rhamnus cathartica,725,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8773,Rhamnus/Paliurus,4298,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8774,Rhamnus/Vitis,724,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8775,Rhamnus/Vitis undiff.,1226,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
8776,Rhamnus-type,3072,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
9322,Scutia,23983,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
9737,Spyridium,23747,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
9738,Spyridium-type,23748,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
10877,Ziziphus,9828,NA,NA,RHAMNACEAE,RHAMNACEAE,RHAMNACEAE,NA,NA,NA
67,Acaena,1021,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
68,Acaena-type,2165,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
191,Adenostoma,20209,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
192,Adenostoma fasciculatum,20210,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
193,Adenostoma sparsifolium,20211,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
275,Agrimonia,3749,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
276,Agrimonia cf. A. eupatoria,3752,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
277,Agrimonia eupatoria,5534,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
278,Agrimonia/Aremonia,3750,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
279,Agrimonia-type,3751,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
301,Alchemilla,2483,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
302,Alchemilla cf. A. glabra,3755,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
303,Alchemilla/Aphanes,3756,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
304,Alchemilla-type,3757,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
455,Amelanchier,558,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
456,Amelanchier-type,354,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
894,Aruncus,3881,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
895,Aruncus dioicus,3879,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
896,Aruncus-type,5562,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
2091,Cercocarpus,1103,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
2092,Cercocarpus betuloides,15514,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
2093,Cercocarpus montanus,23421,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
2094,Cercocarpus/Cowania,2951,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
2095,Cercocarpus/Cowania/Purshia,21418,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
2096,Cercocarpus/Purshia,2951,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
2097,Cercocarpus/Purshia-type,9605,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
2098,Cercocarpus-type,984,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,TRUE,NA
2621,cf. Prunus serotina,23544,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,TRUE
2655,cf. Rubus,23548,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,TRUE
2838,Chamaebatiaria,9612,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
2839,Chamaebatiaria millefolium,9613,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
3095,Cliffortia,2408,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
3096,Cliffortia nitidula-type,2409,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
3370,Cotoneaster,4196,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
3371,Cotoneaster-type,4197,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
3384,Cowania-type,2962,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
3400,Crataegus,1430,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
3401,Crataegus germanica,4508,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
3402,Crataegus sect. Mespilus,23540,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
3403,Crataegus sect. Mespilus-type,4509,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
3404,Crataegus/Sorbus,4112,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
3405,Crataegus-type,69,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4513,Fallugia,24242,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
4553,Filipendula,1428,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4554,Filipendula rubra,3622,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4555,Filipendula ulmaria,4291,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4556,Filipendula vulgaris,4292,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4557,Filipendula-type,4294,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4584,Fragaria,2945,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4585,Fragaria vesca,4295,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4586,Fragaria-type,1096,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4822,Geum,2160,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4823,Geum cf. G. rivale,4344,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4824,Geum cf. G. urbanum,4346,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4825,Geum rivale,4345,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4826,Geum/Potentilla,4348,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4827,Geum-type,121,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4993,Hagenia,2410,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
4994,Hagenia abyssinica,2411,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
5215,Holodiscus,1250,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
5216,Holodiscus-type,5742,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
5699,Laurocerasus,2678,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
6240,Malus,4505,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
6241,Malus/Crataegus sect. Mespilus,4507,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
6242,Malus/Mespilus,4507,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
6243,Malus-type,4506,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
6466,Mespilus germanica,4508,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
6467,Mespilus-type,4509,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
7743,Physocarpus,2953,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
7744,Physocarpus monogynus,2952,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8238,Polylepis,9707,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
8239,Polylepis/Acaena,1913,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8353,Potentilla,825,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8354,Potentilla cf. P. palustris,2637,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8356,Potentilla norvegica,23899,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
8357,Potentilla palustris,985,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8358,Potentilla palustris-type,712,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8359,Potentilla recta,4350,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8360,Potentilla subg. Comarum,3451,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8361,Potentilla subg. Comarum-type,3452,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8362,Potentilla subg. Comarum-type undiff.,3453,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8363,Potentilla undiff.,4349,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8365,Potentilla-type,242,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8366,Potentilla-type undiff.,3624,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8431,Prunus,715,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8432,Prunus africana-type,2413,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8433,Prunus americana,2600,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8434,Prunus americana-type,941,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8435,Prunus avium,4514,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8436,Prunus avium/P. spinosa,4515,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8437,Prunus cf. P. avium,4518,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8438,Prunus cf. P. padus,4510,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8439,Prunus cf. P. serotina,995,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8440,Prunus dulcis-type,4511,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8441,Prunus padus,4512,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8442,Prunus pensylvanica,716,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8443,Prunus serotina,717,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8444,Prunus sp.,15536,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8445,Prunus spinosa,4517,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8446,Prunus spinosa-type,4513,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8447,Prunus subg. Amygdalus,4761,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8448,Prunus undiff.,942,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8449,Prunus virginiana,719,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8450,Prunus virginiana-type,943,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8451,Prunus/Amelanchier,2617,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8452,Prunus/Pyrus,5757,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8453,Prunus/Sorbus,541,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8454,Prunus-type,245,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8455,Prunus-type undiff.,1213,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8574,Purshia,9609,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
8576,Purshia-type,2962,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
8588,Pyrus,4519,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8589,Pyrus/Sorbus,4107,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8590,Pyrus-type,250,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8871,Rosa,843,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8872,Rosa cf. R. woodsii,7493,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8873,Rosaceae,483,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8874,Rosaceae (<20 εm),3133,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
8875,Rosaceae (>20 εm),3132,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
8876,Rosaceae (type A),4762,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8877,Rosaceae (type B),4763,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8878,Rosaceae cf. Adenostoma,1251,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8879,Rosaceae cf. Amelanchier,19367,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,NA,NA,NA
8880,Rosaceae cf. Filipendula,3442,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8881,Rosaceae cf. Geum,4347,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8882,Rosaceae cf. Holodiscus,2235,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8883,Rosaceae cf. Malus,5807,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8884,Rosaceae cf. Potentilla bifurca,4353,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8885,Rosaceae cf. Potentilla palustris,4352,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8886,Rosaceae cf. Prunus,4516,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8887,Rosaceae cf. Prunus serotina,718,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8888,Rosaceae cf. Prunus-type,5594,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,PRUNUS,NA,NA
8889,Rosaceae cf. Rosa,4760,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8890,Rosaceae cf. Rubus,3307,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8891,Rosaceae cf. Rubus idaeus,4767,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8892,Rosaceae cf. Rubus pubescens,2205,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8893,Rosaceae cf. Sorbus,3443,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8894,Rosaceae cf. Sorbus aucuparia,4106,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8895,Rosaceae herbs undiff.,2161,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8896,Rosaceae subf. Maloideae,1294,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8897,Rosaceae trees,4764,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8898,Rosaceae trees undiff.,265,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8899,Rosaceae undiff.,355,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
8902,Rosa-type,4759,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
9116,Sarcopoterium,4798,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
9432,Sibbaldia procumbens,4855,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
9547,Sorbus,1435,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
9548,Sorbus aria,4108,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
9549,Sorbus aucuparia,1315,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
9550,Sorbus aucuparia-type,5520,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
9551,Sorbus cf. S. aucuparia,4110,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
9552,Sorbus cf. S. rupicola,4109,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
9554,Sorbus undiff.,4111,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
9555,Sorbus-type,3455,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
9723,Spiraea,753,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
9724,Spiraea-type,295,NA,Rosaceae,ROSACEAX,ROSACEAX,Rosaceae,ROSACEA,NA,NA
285,Aidia,2506,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
286,Aidia micrantha-type,2507,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
633,Anthospermum,2484,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
651,Antirhea,3294,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
920,Asperula,2693,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
921,Asperula/Galium,9858,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
922,Asperula-type,5209,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
1214,Bathysa,1967,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
1452,Borreria,1827,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
1453,Borreria (pericolporate),22718,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
1454,Borreria cf. B. latifolia,3041,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
1455,Borreria latifolia,22687,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
1456,Borreria undiff.,3139,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
1703,Callipeltis,9083,NA,NA,RUBIACEAE,RUBIACEAE,RUBIACEAE,NA,NA,NA
